amount,name,image_url,details_url,registered_state,registered_city,make,model,year_of_manufacture,color,condition,mileage,engine_size,selling_condition,bought_condition,transmission_system
5148000,Honda Accord 2010 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159190139_MTgwLTEzNS1iMDk0ZTM2OTk1.jpg,https://www.cars45.com/jEY4we00Gh1MMSgr30CA1WZLKGMyIMx,Abuja (FCT),Gwagwalada,Honda,Accord,2010.0,Brown,Local Used,291539.0,2400.0,Registered,Registered,Automatic
2080000,Volkswagen Golf 1999 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159168754_MTgwLTEzNS02NTUxNjIwZWI0.jpg,https://www.cars45.com/jEY4we01nye7c7o1K8ioHxnZodXi9Ke,Ogun State,Abeokuta North,Volkswagen,Golf,1999.0,Black,Local Used,415867.0,1400.0,Registered,Imported,Manual
50960000,Lexus GX 460 Luxury 2014 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159355363_MTgwLTEzNS02YWZmMjNmYzgy.jpg,https://www.cars45.com/jEY4wdZW92zFU6XWtCawbRbDwZgVgB0,Lagos State,Ilupeju,Lexus,GX,2014.0,White,Foreign Used,60681.0,4600.0,Imported,Imported,Automatic
2100000,Mazda 6 2005 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159324944_MTgwLTEzNS0yMDNkYTM5OWIzLTE.jpg,https://www.cars45.com/jEY4wdZwVdUX71G1gFsYy25mLsU09WT,Oyo State,Ibadan,Mazda,6,2005.0,Red,Local Used,132319.0,2300.0,Registered,Registered,Automatic
4680000,Toyota Camry 2004 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159282836_MTgwLTEzNS1jZjQzOTU3ZWIy.jpg,https://www.cars45.com/jEY4wdZW6ZAWrFkUcBrNowzZ2lWM5wj,Oyo State,Ibadan,Toyota,Camry,2004.0,Gray,Local Used,361412.0,2400.0,Registered,Registered,Automatic
4725000,BMW 5 Series 2008 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159315973_MTgwLTgzLTgzMDgxZjZiNWQtMQ.jpg,https://www.cars45.com/jEY4wdZnxYEPwBZ73iu5FDoIMYSbBGk,Akwa Ibom State,Uyo,BMW,5 Series,2008.0,Blue,Local Used,105844.0,3500.0,Registered,Registered,Automatic
7875000,Mercedes-Benz S-Class S 500 4MATIC (W221) 2007 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159339479_MTgwLTEzNi1jZTZhMjBmMTVlLTE.jpg,https://www.cars45.com/jEY4wdZy2UKXCrCwZUwIbExzCdrFAtu,Rivers State,Port-Harcourt,Mercedes-Benz,S-Class,2007.0,Blue,Local Used,4203.0,5500.0,Registered,Imported,Automatic
10500000,BMW X3 2015 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159270425_MTgwLTEzNS0zYTdkMmZmMTVlLTE.jpg,https://www.cars45.com/jEY4we00FYqgJBR9KiQupohD7YvsZ6x,Lagos State,Ilupeju,BMW,X3,2015.0,Brown,Local Used,135679.0,2000.0,Registered,Imported,Automatic
7875000,Ford Focus 2012 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159257066_MTgwLTEzNS1kYjk3NmJhOGI4.jpg,https://www.cars45.com/jEY4wdZmakUBQucarfYrAyvLFzLkqGA,Lagos State,Ipaja,Ford,Focus,2012.0,Red,Local Used,260043.0,2000.0,Registered,Registered,Automatic
3675000,Ford E-250 2010 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159269871_MTgwLTEzNS0yYmUxYzZiNjAzLTM.jpg,https://www.cars45.com/jEY4wdZcNkvH8zHAqA2MyMd9pCpyvlo,Lagos State,Ikeja,Ford,E-250,2010.0,Gold,Local Used,280035.0,5400.0,Registered,Registered,Automatic
4056000,Honda Accord 2003 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159251164_MTgwLTEzNi01NmNmMTMzMzhi.jpg,https://www.cars45.com/jEY4wdZhgM77ZPnUxxCdsX2G3az9tuu,Abuja (FCT),Gudu,Honda,Accord,2003.0,Silver,Local Used,285085.0,2400.0,Registered,Imported,Automatic
4200000,Lexus RX 300 2000 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159119287_MTgwLTEzNS1lMTZiOTFlMzM2.jpg,https://www.cars45.com/jEY4wdZufEBi75ymV4mYDXjmmmMYflC,Lagos State,Isolo,Lexus,RX 300,2000.0,Black,Foreign Used,168928.0,3000.0,Imported,Imported,Automatic
26250000,Honda Odyssey 2016 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159266467_MTgwLTEzNi1iZmJlMDMzN2I3LTM.jpg,https://www.cars45.com/jEY4wdZfh9He5jBw3E8JEvuhryEGNGl,Lagos State,Ajah,Honda,Odyssey,2016.0,Gray,Foreign Used,179524.0,3500.0,Imported,Imported,Automatic
12075000,Volkswagen Jetta 2012 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159182535_MTgwLTEzNi1mYTI4ZTdhMDU0LTM.jpg,https://www.cars45.com/jEY4wdZhgD7H37fmDq1vQLFM4QKsKkq,Abuja (FCT),Gwarinpa,Volkswagen,Jetta,2012.0,Red,Foreign Used,201268.0,2500.0,Imported,Imported,Automatic
5074125,Toyota Camry Hybrid 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159192973_MTgwLTEzNS1mZTBkNzU2NTI4LTM.jpg,https://www.cars45.com/jEY4wdZkGneeRnp9FZt8oHtsoDaVhGK,Abuja (FCT),Karu,Toyota,Camry,2008.0,Gray,Local Used,179334.0,2400.0,Registered,Registered,Automatic
5250000,Mazda CX-9 2008 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159186386_MTgwLTEzNS0wZjgyYTM2MmExLTE.jpg,https://www.cars45.com/jEY4wdZMNubcFHwwh0Sp6bypbASzJuB,Ogun State,Abeokuta North,Mazda,CX-9,2008.0,Brown,Local Used,227370.0,3700.0,Registered,Imported,Automatic
5250000,Toyota Solara 2006 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159259229_MTgwLTEzNi0yMWMyNDBjOGEy.jpg,https://www.cars45.com/jEY4wdZAlgytWDbL7eejZGzJoWJM69V,Abuja (FCT),Gwarinpa,Toyota,Solara,2006.0,White,Local Used,191599.0,3300.0,Registered,Registered,Automatic
4830000,Honda Pilot 2003 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159256603_MTgwLTEzNS00YzNmOTlkZDU2LTM.jpg,https://www.cars45.com/jEY4wdZQ9htOSDunK4jPkjrPpixdh1T,Lagos State,Magodo,Honda,Pilot,2003.0,Silver,Foreign Used,399351.0,3500.0,Imported,Imported,Automatic
5200000,Toyota Camry 2005 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159125183_MTgwLTEzNi03YjBmNWM0ODkx.jpg,https://www.cars45.com/jlCs49QhjQnKccGnG6Wg58ULMMRkwb,Rivers State,Port-Harcourt,Toyota,Camry,2005.0,Silver,Local Used,63534.0,2400.0,Registered,Registered,Automatic
6300000,Nissan Armada 2007 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159245914_MTgwLTEzNi01OGI1NjFlN2ExLTE.jpg,https://www.cars45.com/jEY4wdZt1WQRnJKY8fC50qn3uB7yoB3,Lagos State,Lekki,Nissan,Armada,2007.0,Blue,Local Used,107970.0,5600.0,Registered,Imported,Automatic
5775000,Honda Crosstour 2010 Matt Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159246821_MTgwLTEzNS1lNDQ5YzgwNGZkLTE.jpg,https://www.cars45.com/jEY4wdZOZsfaWACdDlN2lrfmEtmgepB,Lagos State,Yaba,Honda,Crosstour,2010.0,Matt Black,Local Used,200404.0,3500.0,Registered,Registered,Automatic
2940000,Kia Rio 2014 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159135022_MTgwLTEzNS03ZGQwNGRjYmUx.jpg,https://www.cars45.com/jEY4wdZFG7NbANynY6YIKX39Jm76sWu,Ogun State,Abeokuta North,Kia,Rio,2014.0,Gray,Local Used,100637.0,1200.0,Registered,Registered,Manual
4515000,Toyota Corolla LE 2007 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159256064_MTgwLTEzNS1mNGQzMTNmODQwLTE.jpg,https://www.cars45.com/jEY4wdZLL0p3OaH35gigYtEOy3sinpB,Imo State,Owerri,Toyota,Corolla,2007.0,Black,Local Used,355356.0,1800.0,Registered,Imported,Automatic
8400000,Toyota FJ Cruiser 2007 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159238640_MTgwLTEzNS02MDIxNDhlMjlkLTE.jpg,https://www.cars45.com/jEY4wdZJebSJQV45FpDCNGXwvCRkrzj,Abuja (FCT),Jabi,Toyota,FJ Cruiser,2007.0,Black,Local Used,1.0,4000.0,Registered,Registered,Automatic
8840000,Mercedes-Benz M Class 2008 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159133487_MTgwLTEzNS01ZjFkOWM1M2M5.jpg,https://www.cars45.com/jEY4wdZBbeEDWkGWV6wrSLr4PV21wBa,Ogun State,Abeokuta North,Mercedes-Benz,M Class,2008.0,Blue,Local Used,216939.0,3500.0,Registered,Registered,Automatic
9360000,Toyota Corolla 2010 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159103553_MTgwLTEzNS1lZDc2ODg3YTBm.jpg,https://www.cars45.com/jEY4wdZndS0HYE8r63phOeupH4t73Ul,Ogun State,Abeokuta North,Toyota,Corolla,2010.0,Gray,Local Used,228516.0,1800.0,Registered,Registered,Automatic
104000000,Toyota Land Cruiser Prado 2019 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159095469_MTgwLTEzNS1iOGYwOGUyNTA0.jpg,https://www.cars45.com/jEY4wdZFPoYoDhiuVsATFOnR4uoquum,Lagos State,Lekki,Toyota,Land Cruiser Prado,2019.0,Black,Local Used,23001.0,3500.0,Registered,Brand new,Automatic
7875000,Mercedes-Benz C350 2008 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159117064_MTgwLTEzNS1mMmUzNzFhZDA2.jpg,https://www.cars45.com/jEY4wdZjhalKSXIQKvkk72ewjlatGW2,Abuja (FCT),Kubwa,Mercedes-Benz,C350,2008.0,Black,Local Used,302126.0,3500.0,Registered,Registered,Automatic
3570000,Acura MDX 2004 Burgandy,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159196025_MTgwLTEzNS1hNWNmY2MyMzQ3.jpg,https://www.cars45.com/jEY4wdZfcgGxyIWcZkxPAG7AW4NUzaV,Abuja (FCT),Kubwa,Acura,MDX,2004.0,Burgandy,Local Used,140789.0,3500.0,Registered,Registered,Automatic
3832500,Toyota Camry 2006 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159162156_MTgwLTEzNS1mZDc3YTA5MWU0.jpg,https://www.cars45.com/jEY4wdZqCrG74w54eROH6D9FGD6yTx1,Abuja (FCT),Kubwa,Toyota,Camry,2006.0,Gray,Local Used,138211.0,3500.0,Registered,Registered,Automatic
7280000,Toyota Sienna XLE 2005 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159185535_MTgwLTEzNS1jZmYwZWZmM2Yy.jpg,https://www.cars45.com/jEY4wdZETKCx4BFDJCDdDsWjWmA5aOa,Imo State,Owerri,Toyota,Sienna,2005.0,Blue,Local Used,472309.0,3300.0,Registered,Imported,Automatic
5250000,Volkswagen Passat 2006 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159245141_MTgwLTE4MC04MmQ2ZDIzMzU5LTE.jpg,https://www.cars45.com/jEY4wdZAjPNXw6o5yeBkmnT5vdCeU0U,Lagos State,Ikeja,Volkswagen,Passat,2006.0,Black,Local Used,118594.0,2000.0,Registered,Imported,Automatic
19425000,Land Rover Range Rover 2012 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159240750_MTgwLTEzNS04NzJjMDEwMzlm.jpg,https://www.cars45.com/jEY4wdZr2m41tOxYGk4eQtyCcSTG80q,Lagos State,Alimosho,Land Rover,Range Rover,2012.0,White,Foreign Used,310409.0,5000.0,Imported,Imported,Automatic
52500000,New Lexus RX 350 2018 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159186070_MTgwLTEzNS1jYjBlOWFmYTg3LTQ.jpg,https://www.cars45.com/jEY4wdZ9KUaJdsyVoiv8pMWn1X4ufvf,Abia State,Umuahia,Lexus,RX 350,2018.0,White,Brand New,83027.0,3500.0,Brand new,Brand new,Automatic
50960000,Lexus RX 350 2016 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159245179_MTgwLTEzNS05Y2M1ZDI5NzQ5.jpg,https://www.cars45.com/jEY4wdZVtra3y0s31xAtEdhCUQqbfnJ,Lagos State,Surulere,Lexus,RX 350,2016.0,Black,Foreign Used,129305.0,3500.0,Imported,Imported,Automatic
6968000,Toyota Camry 2007 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159118336_MTgwLTEzNS1hYWM0NjBlNWMw.jpg,https://www.cars45.com/jEY4wdZnUEBUVnqkN1T9NHZdfMKeFMK,Abuja (FCT),Garki 2,Toyota,Camry,2007.0,Gray,Local Used,92279.0,3500.0,Registered,Imported,Automatic
4680000,Toyota Corolla LE 2004 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159181744_MTgwLTEzNi03MWRmNDZiNTI4.jpg,https://www.cars45.com/jEY4wdZuGZvOoi8BMvvvl9Mn4O4lnL1,Abuja (FCT),Lugbe District,Toyota,Corolla,2004.0,Red,Local Used,482800.0,1800.0,Registered,Imported,Automatic
11960000,Toyota Corolla 2015 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159166805_MTgwLTEzNS03OTI1ZmIwZmVi.jpg,https://www.cars45.com/jEY4wdZIhP33SVw57zbKFqtSGu8SMgn,Lagos State,Magodo,Toyota,Corolla,2015.0,Blue,Local Used,148873.0,1800.0,Registered,Registered,Automatic
10400000,Toyota Corolla 2008 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159181648_MTgwLTEzNi03N2I1ODMwYzYx.jpg,https://www.cars45.com/jEY4wdZIvFDQyWxYAn5xCXPsgmYpVoy,Abuja (FCT),Asokoro,Toyota,Corolla,2008.0,Black,Local Used,124006.0,1800.0,Registered,Registered,Automatic
30160000,Mercedes-Benz GL-Class 2013 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159182574_MTgwLTEzNi01Mzg4MDQ2YjEx.jpg,https://www.cars45.com/jEY4wdZn9TbYBRRV9tpp2iBZI7HMdI4,Lagos State,Ajah,Mercedes-Benz,GL-Class,2013.0,White,Local Used,104943.0,4700.0,Registered,Imported,Automatic
8840000,Hyundai Sonata 2011 Burgandy,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159177991_MTgwLTEzNS1mZjMzM2NlNTk5.jpg,https://www.cars45.com/jEY4wdZk0QoUwHWfzv0w4h45yIEZ8bX,Oyo State,Ibadan,Hyundai,Sonata,2011.0,Burgandy,Local Used,178587.0,2000.0,Registered,Registered,Automatic
3990000,Honda Pilot 2008 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159125065_MTgwLTEzNS04MWNjZjAxYTAy.jpg,https://www.cars45.com/jEY4wdZPGCi9IBaXWqD3ViqI0gwl280,Oyo State,Ibadan,Honda,Pilot,2008.0,Green,Local Used,404538.0,3500.0,Registered,Registered,Automatic
3675000,Subaru Impreza 2008 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159164408_MTgwLTEzNi00NjgwYzZiZWE0LTM.jpg,https://www.cars45.com/jEY4wdZrTfJFa4Dh6dwqAUKqAvk98Y0,Abuja (FCT),Gudu,Subaru,Impreza,2008.0,Silver,Foreign Used,100839.0,2500.0,Imported,Imported,Automatic
8400000,Mercedes-Benz C250 2014 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159089898_MTgwLTEzNi03NGFlOTk4MTYy.jpg,https://www.cars45.com/jEY4wdZDUpN8BDPdQfoMH6Y8nUXVCFO,Abuja (FCT),Asokoro,Mercedes-Benz,C250,2014.0,Brown,Local Used,405938.0,1800.0,Registered,Registered,Automatic
9880000,Lexus ES 2007 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159105408_MTgwLTEzNS01NDdiNmJlOWQ4.jpg,https://www.cars45.com/jEY4wdZyoZ6ZyiB1FOzXjCDyu3iUrIv,Oyo State,Ibadan,Lexus,ES,2007.0,Black,Local Used,148445.0,3500.0,Registered,Imported,Automatic
4620000,Ford Focus 2013 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159109454_MTgwLTEzNi1hYjRmYTE4ZTgxLTE.jpg,https://www.cars45.com/jEY4wdZudo0LgxJSxpaxVt3AZx6NWxo,Abuja (FCT),Gwarinpa,Ford,Focus,2013.0,Black,Local Used,218595.0,2000.0,Registered,Registered,Automatic
8320000,Volkswagen Passat 2012 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159107026_MTgwLTEzNS0yYjViZWZiNzNh.jpg,https://www.cars45.com/jEY4wdZLsXQ1tY1XJGmeSTrfyzqUe4k,Abuja (FCT),Karu,Volkswagen,Passat,2012.0,White,Local Used,272638.0,2000.0,Registered,Registered,Automatic
28080000,Lexus GX 460 2010 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159093959_MTgwLTEzNS01NjI2M2Q0YzI1.jpg,https://www.cars45.com/jEY4wdZZ1ii4mNh6fYvDO1PGiziGhEj,Lagos State,Amuwo-Odofin,Lexus,GX,2010.0,Red,Local Used,226138.0,4000.0,Registered,Imported,Automatic
6447000,Mercedes-Benz C300 2008 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159116026_MTgwLTEzNS1kMDQ5M2I5NmZkLTE.jpg,https://www.cars45.com/jEY4wdZrpJyTeDZraKUfvq9iFapAT7b,Abuja (FCT),Wuse,Mercedes-Benz,C300,2008.0,Black,Local Used,299855.0,3000.0,Registered,Imported,Automatic
6300000,Chrysler 200 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159163048_MTgwLTEzNS1hMDZiNzFjNDk5LTM.jpg,https://www.cars45.com/jEY4wdZHUbPHSpK8sI2Z1qd9FnX2547,Abuja (FCT),Lugbe District,Chrysler,200,2012.0,Black,Foreign Used,244218.0,2400.0,Imported,Imported,Automatic
16800000,Dodge Challenger 2008 Matt Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159120010_MTgwLTEzNS02ZmJjNDBmNDFkLTE.jpg,https://www.cars45.com/jEY4wdZq9LUudZDq7CC62v3ElvDIPgD,Lagos State,Yaba,Dodge,Challenger,2008.0,Matt Black,Local Used,60219.0,3600.0,Registered,Registered,Automatic
9660000,Toyota Corolla 2014 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159161160_MTgwLTE4MC0yMWE3YzdjOTE2LTE.jpg,https://www.cars45.com/jEY4wdZW3Fp4F2W1iTtGt4ORKUEAOct,Lagos State,Ikorodu,Toyota,Corolla,2014.0,Black,Local Used,101564.0,2000.0,Registered,Registered,Automatic
4725000,Toyota Corolla 2007 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159000178_MTgwLTEzNi01MDRmYjUzOWI4.jpg,https://www.cars45.com/jEY4wdZM7ufHYV3SiG5xVFjplSr22ZF,Lagos State,Lekki,Toyota,Corolla,2007.0,Gray,Local Used,299999.0,1800.0,Registered,Imported,Automatic
7350000,Toyota Camry 2011 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159083251_MTgwLTEzNi0wZTVhMWFiNWYw.jpg,https://www.cars45.com/jlCs49QsxVLt9qhvBSYHFkLcDlIWpL,Abuja (FCT),Asokoro,Toyota,Camry,2011.0,Black,Local Used,257267.0,2400.0,Registered,Registered,Automatic
5250000,Toyota Avanza 2011 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158991918_MTgwLTEzNS0zOTY3OTlmMzkz.jpg,https://www.cars45.com/jEY4wdZBasLSjvKssUpqZlr1XSCjFDV,Oyo State,Ibadan,Toyota,Avanza,2011.0,Silver,Local Used,159404.0,1500.0,Registered,Registered,Automatic
14490000,Toyota Tundra 2008 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159004727_MTgwLTEzNi1hY2Q5NDI0NDcw.jpg,https://www.cars45.com/jEY4wdZLUwuHUep0lJZquAipvyDm1u6,Lagos State,Ajah,Toyota,Tundra,2008.0,Silver,Local Used,106820.0,5700.0,Registered,Imported,Automatic
8610000,Mercedes-Benz C250 2010 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159098382_MTgwLTEzNi1iYjEyNTQ5MzhjLTE.jpg,https://www.cars45.com/jEY4wdZG7HN0P3psvztd85GttSR1zY2,Abuja (FCT),Lugbe District,Mercedes-Benz,C250,2010.0,Blue,Local Used,284951.0,2500.0,Registered,Imported,Automatic
7280000,Toyota Camry 2.4 XLE 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159102603_MTgwLTEzNS1kNGVmOTk2YmQx.jpg,https://www.cars45.com/jEY4wdZIGKCELaAwaJmzRn3QJIgQr7s,Lagos State,Ikorodu,Toyota,Camry,2008.0,Gray,Local Used,212627.0,2800.0,Registered,Registered,Automatic
3150000,Honda Accord 2007 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159112980_MTgwLTEzNS0zMjIzOWRkMTgy.jpg,https://www.cars45.com/jEY4wdZPwM6fuamJDYGQZCrbqAQm30X,Delta State,Oshimili South,Honda,Accord,2007.0,Gray,Local Used,,3000.0,Registered,Imported,Automatic
9360000,Mercedes-Benz M Class 2006 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159111549_MTgwLTEzNi03OGY4MGYwYjQz.jpg,https://www.cars45.com/jEY4wdZTYLfXT1e8yeGH1CAnBSVCIdL,Rivers State,Port-Harcourt,Mercedes-Benz,M Class,2006.0,Silver,Local Used,172796.0,3500.0,Registered,Registered,Automatic
4725000,Peugeot 307 2005 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159002638_MTgwLTEzNS1lNWU3NzNhMzIyLTE.jpg,https://www.cars45.com/jEY4wdZyFMPUG3vjbBcUwOTAcTvJk0b,Abuja (FCT),Lugbe District,Peugeot,307,2005.0,Green,Foreign Used,201151.0,2000.0,Imported,Imported,Automatic
5827500,Toyota Sienna LE AWD 2005 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158986100_MTgwLTEzNS1lZjZiN2M2OTZh.jpg,https://www.cars45.com/jlCs49PYyUW5umIilyzy2qNkmBJGZJ,Lagos State,Ojodu,Toyota,Sienna,2005.0,Gray,Local Used,195179.0,3300.0,Registered,Imported,Automatic
8400000,Volvo S80 2009 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158993507_MTgwLTEzNi1iYTlkMDM5ZmEwLTE.jpg,https://www.cars45.com/jEY4wdZAdBBdmAkl10y6Iby3331frcb,Abuja (FCT),Karu,Volvo,S80,2009.0,Gray,Local Used,163481.0,4400.0,Registered,Imported,Automatic
30450000,Lexus GX 2014 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158990960_MTgwLTEzNS0wMWRhODllNTQ4LTM.jpg,https://www.cars45.com/jEY4we00CzHXvGXN7BYkIw1SMmZNBgR,Abuja (FCT),Wuse,Lexus,GX,2014.0,Black,Local Used,141539.0,4600.0,Registered,Registered,Automatic
6300000,Ford Focus 2015 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158994085_MTgwLTEzNS00YWJhYzgyYzc4LTE.jpg,https://www.cars45.com/jEY4wdZyJAVrvb1AugTStvvPcFsnNTe,Lagos State,Isolo,Ford,Focus,2015.0,Black,Local Used,48957.0,1600.0,Registered,Registered,Manual
17680000,Toyota Hilux 2009 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/159004056_MTgwLTEzNi1lNDEzYmVjM2Ix.jpg,https://www.cars45.com/jEY4wdZgy0psOTp5zOtdp8v4D3kFEmv,Abuja (FCT),Gwarinpa,Toyota,Hilux,2009.0,White,Local Used,338059.0,2700.0,Registered,Registered,Manual
12600000,Toyota Corolla 2013 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158985104_MTgwLTEzNi01NTNiNzY5MDIz.jpg,https://www.cars45.com/jEY4wdZCAc37cUbdjGOMrtaC4IlrSwv,Lagos State,Lekki,Toyota,Corolla,2013.0,Red,Foreign Used,134632.0,1800.0,Imported,Imported,Automatic
