make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,transmission_system
Kia,Sorento,2014,Silver,Local Used,73746,2400,LAGOS,Registered,Brand new,Automatic
Ford,Edge,2007,Black,Local Used,301723,3500,LAGOS,Registered,Imported,Automatic
Hyundai,Sonata,2011,Black,Foreign Used,245115,2000,N/A,Imported,Imported,Automatic
Honda,Accord,2004,Silver,Local Used,197446,2400,N/A,Registered,Registered,Automatic
Mercedes-Benz,G-Class,2009,Black,Local Used,86571,5500,N/A,Registered,Imported,Automatic
Land Rover,Range Rover Sport,2012,Gray,Local Used,117415,5000,N/A,Registered,Registered,Automatic
Honda,Pilot,2004,Silver,Local Used,324712,3500,N/A,Registered,Registered,Automatic
Lexus,RX 350,2009,Blue,Local Used,294180,3500,N/A,Registered,Registered,Automatic
Nissan,Frontier,2007,Brown,Local Used,192912,4000,ABUJA,Registered,Registered,Automatic
Toyota,Camry,2008,Red,Local Used,174233,2400,N/A,Registered,Registered,Automatic
Honda,Civic,2019,Black,Local Used,58003,1500,N/A,Registered,Imported,CVT
Ford,Explorer,2005,Gold,Local Used,291409,3200,N/A,Registered,Imported,Automatic
Toyota,Camry,2005,Gold,Foreign Used,491030,3000,N/A,Imported,Imported,Automatic
Toyota,Corolla,2020,Silver,Foreign Used,195024,2000,N/A,Imported,Imported,Automatic
Toyota,Avalon,2007,Blue,Local Used,254890,3500,ABUJA,Registered,Registered,Automatic
Porsche,Cayenne,2003,Gray,Local Used,253600,4800,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2015,Blue,Local Used,142159,1800,KADUNA,Registered,Imported,Automatic
Pontiac,Vibe,2003,Gray,Local Used,1,1800,KADUNA,Registered,Registered,Automatic
Ford,Edge,2016,Blue,Local Used,173514,3500,N/A,Registered,Imported,Automatic
Honda,Accord,2013,Silver,Local Used,232014,2400,Lagos,Registered,Imported,Automatic
Ford,Explorer,2014,Black,Local Used,114935,3500,LAGOS,Registered,Brand new,Automatic
Mercedes-Benz,C230,2007,Silver,Foreign Used,327510,N/A,N/A,Imported,Imported,Automatic
Toyota,Matrix,2005,Blue,Local Used,254325,2400,N/A,Registered,Imported,Automatic
Toyota,Avalon,2006,Gray,Local Used,249602,3500,N/A,Registered,Imported,Automatic
Acura,TL,2008,Black,Local Used,344870,3200,N/A,Registered,Imported,Automatic
Honda,Accord,2003,Gold,Local Used,170579,2400,ABUJA,Registered,Imported,Automatic
Toyota,Land Cruiser Prado,2012,Black,Local Used,23618,2700,ABUJA,Registered,Brand new,Automatic
Nissan,Frontier,2005,White,Local Used,353908,4000,N/A,Registered,Registered,Automatic
Kia,Optima,2012,Gray,Foreign Used,66114,2400,N/A,Imported,Imported,Automatic
Toyota,Sequoia,2001,Blue,Local Used,160181,4700,LAGOS,Registered,Registered,Automatic
Honda,Accord,1998,Black,Local Used,N/A,3000,N/A,Registered,Imported,Automatic
Toyota,Highlander,2012,White,Local Used,181401,3500,LAGOS,Registered,Imported,Automatic
Toyota,Camry,2007,Gray,Local Used,151370,3500,LAGOS,Registered,Imported,Automatic
Toyota,Avalon,2006,Gold,Local Used,184052,3500,ABUJA,Registered,Imported,Automatic
Mercedes-Benz,S-Class,2007,Black,Local Used,346695,5500,N/A,Registered,Registered,Automatic
Toyota,Camry,2005,Burgandy,Foreign Used,513744,2400,N/A,Imported,Imported,Automatic
Mercedes-Benz,M Class,2006,Silver,Local Used,297690,3500,Lagos,Registered,Imported,Automatic
Toyota,Venza,2012,Black,Local Used,265174,3500,LAGOS,Registered,Imported,Automatic
Honda,Civic,2017,Silver,Foreign Used,63862,2000,N/A,Imported,Imported,Automatic
Mazda,626,2007,Gray,Local Used,304648,3800,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2010,Black,Local Used,200797,1800,Lagos,Registered,Imported,Automatic
Toyota,Camry,2008,Gold,Local Used,97490,2400,Lagos,Registered,Registered,Automatic
Honda,Accord,2007,Gray,Local Used,129224,2400,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2007,Gray,Local Used,320000,1800,EBONYI STATE,Registered,Registered,Automatic
Kia,Mohave,2016,Black,Local Used,140728,3800,N/A,Registered,Registered,Automatic
Mercedes-Benz,C200,2001,Silver,Local Used,257475,1800,Abuja,Registered,Registered,Automatic
Toyota,4-Runner,2014,Gray,Local Used,93771,3500,ABUJA,Registered,Imported,Automatic
Toyota,Venza,2010,Purple,Local Used,125213,2500,N/A,Registered,Imported,Automatic
Toyota,Camry,2002,Gray,Local Used,139581,2400,N/A,Registered,Registered,Automatic
Ford,Explorer,2015,Black,Local Used,63840,3500,Lagos,Registered,Brand new,Automatic
Toyota,Camry,2010,Black,Local Used,128933,2400,Lagos,Registered,Imported,Automatic
Nissan,240SX,2000,Silver,Local Used,300000,2000,ENUGU,Registered,Registered,Manual
Toyota,RAV4,2021,Black,Foreign Used,22773,2400,N/A,Imported,Imported,Automatic
Toyota,Corolla,2005,Gray,Local Used,289015,1800,N/A,Registered,Registered,Automatic
Lexus,RX 350,2008,Black,Local Used,304450,3500,LAGOS,Registered,Registered,Automatic
Acura,RDX,2008,Gray,Local Used,146223,2300,Kaduna,Registered,Registered,Automatic
Peugeot,307,2004,Blue,Local Used,228578,1600,N/A,Registered,Registered,Manual
Toyota,Camry,2011,Black,Local Used,262082,3500,Lagos,Registered,Imported,Automatic
Toyota,Sienna,2005,White,Local Used,228098,3300,Lagos State,Registered,Imported,Automatic
Toyota,Avensis,2014,Silver,Local Used,114782,2000,Abuja,Registered,Brand new,Automatic
Mazda,CX-9,2008,Gray,Local Used,299811,3500,LAGOS,Registered,Registered,Automatic
Hyundai,Santa Fe,2008,Red,Local Used,182250,3300,Abuja,Registered,Registered,Automatic
Toyota,Camry,2008,Silver,Local Used,109670,2400,N/A,Registered,Registered,Automatic
Lexus,NX,2020,Gray,Local Used,68842,2000,Lagos,Registered,Imported,Automatic
Toyota,Camry,2011,Silver,Foreign Used,212841,2500,N/A,Imported,Imported,Automatic
Toyota,Highlander,2003,Green,Local Used,263757,3300,LAGOS,Registered,Imported,Automatic
Kia,Sportage,2005,Brown,Local Used,172369,3500,LAGOS,Registered,Registered,Automatic
Peugeot,206,1999,Black,Local Used,231548,1100,N/A,Registered,Registered,Manual
Honda,Accord,2004,Gray,Local Used,241748,2400,LAGOS,Registered,Imported,Automatic
Toyota,Corolla,2003,Blue,Local Used,195455,2800,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2006,Blue,Local Used,206794,1800,N/A,Registered,Imported,Automatic
Honda,Civic,2008,Gray,Local Used,192582,2000,LAGOS,Registered,Registered,Automatic
Toyota,Highlander,2019,Gray,Foreign Used,234636,3500,N/A,Imported,Imported,Automatic
Honda,Accord,2009,Black,Local Used,165314,2000,N/A,Registered,Registered,Automatic
Toyota,Corolla,2009,Black,Local Used,184362,1800,Abuja,Registered,Registered,Automatic
Toyota,Camry,2009,Red,Local Used,131724,2400,ENUGU,Registered,Imported,Automatic
Volkswagen,Tiguan,2012,Black,Local Used,33033,N/A,LAGOS,Registered,Brand new,Automatic
Mercedes-Benz,GLC-Class,2016,Gray,Local Used,78391,2000,Lagos,Registered,Imported,Automatic
Toyota,Camry,2005,Black,Local Used,275824,2400,OGUN,Registered,Registered,Automatic
Lexus,IS,2006,Silver,Local Used,115558,2500,LAGOS,Registered,Registered,Automatic
Lexus,ES,2013,Gray,Local Used,253200,3500,Lagos,Registered,Imported,Automatic
Toyota,RAV4,2008,Green,Local Used,124968,2400,DELTA,Registered,Registered,Automatic
Toyota,Camry,2011,Gray,Foreign Used,389255,2400,N/A,Imported,Imported,Automatic
BMW,X5,2009,Black,Foreign Used,185402,4800,N/A,Imported,Imported,Automatic
BMW,X5,2008,White,Local Used,182927,4800,LAGOS,Registered,Imported,Automatic
Kia,Sorento,2005,Silver,Local Used,163230,3400,LAGOS,Registered,Registered,Automatic
Toyota,Highlander,2013,Black,Local Used,207282,3500,Abuja,Registered,Imported,Automatic
Lexus,LS,2012,Black,Foreign Used,277797,4600,N/A,Imported,Imported,Automatic
Acura,MDX,2008,Red,Local Used,190082,3700,Lagos,Registered,Registered,Automatic
Suzuki,VS,2007,Black,Local Used,262550,2700,N/A,Registered,Imported,Automatic
Toyota,Sienna,2023,Black,Foreign Used,160932,2500,N/A,Imported,Imported,Automatic
Chevrolet,Nubira,2005,Silver,Local Used,251861,1600,LAGOS,Registered,Brand new,Manual
Nissan,Murano,2004,Gray,Local Used,190166,3500,N/A,Registered,Registered,Automatic
Mercedes-Benz,C350,2012,Gray,Foreign Used,133835,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Green,Local Used,86426,2800,LAGOS,Registered,Registered,Automatic
Nissan,UA-QG,2007,White,Foreign Used,N/A,3000,N/A,Imported,Registered,Manual
Toyota,Corolla,2010,Gray,Local Used,119173,1800,N/A,Registered,Registered,Automatic
Honda,Accord,2007,Black,Local Used,172188,2400,Lagos State,Registered,Imported,Automatic
Honda,Accord,2004,Purple,Foreign Used,225429,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2010,Blue,Local Used,138208,2500,N/A,Registered,Imported,Automatic
Lexus,RX 300,2000,Black,Local Used,221926,3000,Abuja,Registered,Registered,Automatic
Honda,Odyssey,2008,White,Local Used,453745,3500,N/A,Registered,Registered,Automatic
Toyota,RAV4,2015,Gray,Foreign Used,93158,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Blue,Local Used,157269,2400,Lagos,Registered,Imported,Automatic
Mercedes-Benz,S-Class,2008,Black,Foreign Used,205832,5500,N/A,Imported,Imported,Automatic
Infiniti,QX56,2011,Ivory,Local Used,91866,5600,Lagos,Registered,Imported,Automatic
Mazda,CX-7,2007,Blue,Local Used,180466,2300,ABUJA,Registered,Registered,Automatic
Honda,Shuttle,2000,Blue,Local Used,403229,2200,LAGOS,Registered,Registered,Automatic
Ford,Fusion,2010,White,Local Used,375096,3000,N/A,Registered,Imported,Automatic
Nissan,Armada,2008,Gold,Local Used,48696,5600,Lagos,Registered,Registered,Automatic
Ford,Edge,2011,Brown,Local Used,146477,3500,Lagos,Registered,Imported,Automatic
Mercedes-Benz,GLE-Class,2020,Gray,Local Used,92023,2000,N/A,Registered,Imported,Automatic
Honda,Accord,2017,Black,Local Used,91976,2400,LAGOS,Registered,Registered,Automatic
Nissan,Almera,2004,Silver,Local Used,283759,1800,LAGOS,Registered,Registered,Automatic
Honda,Accord,2008,Gray,Local Used,94636,3500,OSUN,Registered,Registered,Automatic
Hyundai,Sonata,2018,Black,Foreign Used,69214,2400,N/A,Imported,Imported,Automatic
Toyota,Corolla,2019,Red,Local Used,79506,1800,DELTA,Registered,Imported,CVT
Nissan,Rogue,2012,Silver,Local Used,188852,2500,Lagos,Registered,Imported,CVT
Toyota,Corolla,2016,Gray,Local Used,128153,1800,LAGOS,Registered,Registered,Automatic
Honda,Accord,2007,Black,Local Used,171592,3500,ABUJA,Registered,Registered,Automatic
Nissan,X-Trail,2005,Black,Local Used,422001,2500,Abuja,Registered,Registered,Automatic
Toyota,Venza,2015,Silver,Foreign Used,129692,2700,N/A,Imported,Imported,Automatic
Lexus,ES,2010,Gold,Local Used,221450,3500,ABUJA,Registered,Registered,Automatic
Toyota,RAV4,2008,Red,Local Used,248717,2400,N/A,Registered,Imported,Automatic
Toyota,Highlander,2022,White,Foreign Used,47985,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2004,Silver,Local Used,2106116,2400,N/A,Registered,Imported,Automatic
Mercedes-Benz,GLE-Class,2020,Silver,Foreign Used,154264,2000,N/A,Imported,Imported,Automatic
Honda,Accord,2018,Gray,Foreign Used,113637,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2011,Gold,Local Used,278832,2500,N/A,Registered,Registered,CVT
Kia,Sedona,2006,Silver,Local Used,301422,3800,OGUN,Registered,Registered,Automatic
Lexus,RX 350,2010,Gray,Local Used,164667,3500,Lagos,Registered,Registered,Automatic
Toyota,Highlander,2012,Blue,Foreign Used,228197,3500,N/A,Imported,Imported,Automatic
Honda,Accord,2007,Gray,Local Used,72715,2400,LAGOS,Registered,Registered,Automatic
Lexus,RX 350,2015,Silver,Foreign Used,248538,3500,N/A,Imported,Imported,Automatic
Toyota,Highlander,2004,Red,Local Used,453259,3300,Abuja,Registered,Registered,Automatic
Chevrolet,Optra,2009,Red,Local Used,N/A,1600,LAGOS,Registered,Registered,Automatic
Toyota,Avalon,2003,Black,Local Used,424439,3000,LAGOS,Registered,Registered,Automatic
Hyundai,Sonata,2009,Black,Local Used,179927,2000,ABUJA,Registered,Registered,Automatic
Toyota,Corolla,2014,Black,Foreign Used,93071,1800,N/A,Imported,Imported,Automatic
Lexus,ES,2002,Blue,Local Used,365708,3000,Lagos,Registered,Imported,Automatic
Toyota,Camry,2008,Blue,Local Used,255204,2400,Yobe,Registered,Imported,Automatic
Hyundai,Santa Fe,2022,Black,Local Used,58011,2500,LAGOS,Registered,Imported,Automatic
Toyota,Corolla,2008,Red,Local Used,100937,1800,N/A,Registered,Imported,Automatic
Mazda,626,2000,Gold,Local Used,390042,2000,N/A,Registered,Registered,Automatic
Toyota,Camry,2007,Silver,Local Used,111950,2400,LAGOS,Registered,Registered,Automatic
Hyundai,Tucson,2009,Black,Local Used,332658,2000,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2008,White,Local Used,424806,2400,Abuja,Registered,Registered,Automatic
Toyota,Corolla,2005,Silver,Local Used,169420,1800,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2006,Blue,Local Used,482800,1800,Lagos,Registered,Imported,Automatic
Honda,Accord,2005,Black,Local Used,194416,3000,N/A,Registered,Imported,Automatic
Toyota,Venza,2013,White,Local Used,117557,2700,Lagos,Registered,Imported,Automatic
Toyota,RAV4,2005,Silver,Local Used,236887,2400,N/A,Registered,Imported,Automatic
Ford,Fusion,2015,Burgandy,Foreign Used,306572,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Gray,Local Used,153206,3500,N/A,Registered,Registered,Automatic
Toyota,Corolla,2014,Gray,Local Used,96337,1800,LAGOS,Registered,Brand new,Automatic
Toyota,Corolla,2005,Red,Local Used,235145,1800,N/A,Registered,Registered,Automatic
Toyota,Corolla,2009,Silver,Local Used,234401,1800,Abuja,Registered,Imported,Automatic
Toyota,Tundra,2015,Blue,Local Used,164487,5700,Abuja,Registered,Registered,Automatic
Honda,Accord,2012,Gray,Local Used,252701,2400,ABUJA,Registered,Registered,Automatic
Toyota,Highlander,2017,Red,Foreign Used,191480,3500,N/A,Imported,Imported,Automatic
Hyundai,Elantra,2008,Red,Local Used,262518,2000,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2012,White,Local Used,155478,2500,N/A,Registered,Imported,Automatic
Mercedes-Benz,S-Class,2014,Black,Foreign Used,54699,4600,N/A,Imported,Imported,Automatic
Ford,Escape,2014,Black,Foreign Used,164928,1600,N/A,Imported,Imported,Automatic
Toyota,Corolla,2006,Gold,Local Used,243824,1800,N/A,Registered,Registered,Automatic
Ford,Edge,2010,Red,Local Used,169701,3500,N/A,Registered,Imported,Automatic
Toyota,Matrix,2005,Blue,Local Used,299999,1800,Lagos,Registered,Imported,Automatic
Ford,F-150,2010,Red,Local Used,190626,5400,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,W123,1985,Red,Local Used,173580,2000,Abuja,Registered,Registered,Manual
Toyota,Corolla,2004,Red,Local Used,248330,1800,N/A,Registered,Registered,Automatic
Nissan,Maxima,2005,Blue,Local Used,246406,3500,LAGOS,Registered,Registered,Automatic
Peugeot,407,2004,Black,Local Used,297926,2000,Abuja,Registered,Registered,Automatic
Mercedes-Benz,GLS-Class,2017,Black,Local Used,1739,4600,N/A,Registered,Imported,Automatic
Ford,Edge,2016,Gray,Local Used,128225,2000,LAGOS,Registered,Registered,Automatic
Hyundai,Sonata,2011,White,Local Used,194842,2400,Lagos,Registered,Registered,Automatic
Lexus,ES,2003,Gold,Local Used,182692,3500,Lagos,Registered,Imported,Automatic
Toyota,FJ Cruiser,2007,Burgandy,Local Used,126954,4000,Lagos,Registered,Imported,Automatic
Lexus,LS,2009,Silver,Local Used,149802,4600,N/A,Registered,Imported,Automatic
Honda,Pilot,2022,Blue,Foreign Used,2335,3500,N/A,Imported,Imported,Automatic
Toyota,Corolla,2004,Gold,Local Used,183912,1800,ABUJA,Registered,Registered,Automatic
Toyota,Camry,2009,Green,Local Used,262277,2300,N/A,Registered,Imported,Automatic
Toyota,Highlander,2017,Silver,Foreign Used,53587,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,C230,2004,Silver,Local Used,35222,N/A,Abuja,Registered,Registered,Automatic
Ford,F-150,2023,Black,Foreign Used,2234,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,G-Class,2021,Gray,Foreign Used,1477,2000,N/A,Imported,Imported,Automatic
Nissan,Almera,2001,Red,Local Used,257525,1800,LAGOS,Registered,Imported,Manual
Volkswagen,Touran,2006,Gray,Local Used,267633,2000,LAGOS,Registered,Registered,Automatic
Hyundai,Santa Fe,2004,Black,Local Used,230497,2700,LAGOS,Registered,Imported,Automatic
Dodge,Journey,2012,White,Local Used,318689,3600,LAGOS,Registered,Registered,Automatic
Infiniti,QX56,2011,Gray,Local Used,78353,5000,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2016,Silver,Foreign Used,73720,1800,N/A,Imported,Imported,Automatic
Toyota,Sienna,2018,Gray,Local Used,65473,3000,N/A,Registered,Imported,Automatic
Honda,Accord,2004,Silver,Local Used,252881,2400,Lagos,Registered,Imported,Automatic
Toyota,Sienna,2011,Black,Foreign Used,169667,3500,N/A,Imported,Imported,Automatic
Toyota,Corolla,2009,Black,Local Used,41494,1800,Oyo state,Registered,Registered,Automatic
Nissan,Armada,2009,Black,Local Used,108039,5600,DELTA,Registered,Imported,Automatic
Toyota,Sienna,2004,Gray,Local Used,159996,3300,LAGOS,Registered,Imported,Automatic
Lexus,ES,2004,Green,Local Used,107979,3300,LAGOS,Registered,Imported,Automatic
Kia,Soul,2011,Black,Local Used,171960,1600,Abuja,Registered,Registered,Automatic
GMC,Acadia,2023,Black,Foreign Used,3652,3600,N/A,Imported,Imported,Automatic
Toyota,Corolla,2010,White,Local Used,292618,1800,N/A,Registered,Imported,Automatic
Honda,Civic,2003,Red,Local Used,175197,1700,LAGOS,Registered,Registered,Automatic
Nissan,Pathfinder,2007,Black,Local Used,116707,4000,N/A,Registered,Registered,Automatic
Toyota,Camry,2014,Green,Foreign Used,300209,2500,N/A,Imported,Imported,Automatic
Honda,CR-V,2007,Black,Local Used,185098,2400,N/A,Registered,Imported,Automatic
Volvo,XC90,2009,Red,Foreign Used,306576,3200,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Gray,Local Used,353356,3500,N/A,Registered,Imported,Automatic
Honda,Civic,2001,Gray,Local Used,145968,1700,ABUJA,Registered,Registered,Automatic
Mazda,CX-9,2011,Black,Foreign Used,187595,3000,N/A,Imported,Imported,Automatic
Mazda,MPV,2000,Silver,Local Used,218733,2500,N/A,Registered,Registered,Automatic
Toyota,Camry,2008,Black,Local Used,123370,2400,ENUGU,Registered,Registered,Automatic
Nissan,Pathfinder,2002,Gray,Local Used,999999,3500,ABUJA,Registered,Registered,Automatic
Ford,Escape,2010,Black,Local Used,256887,3500,LAGOS,Registered,Imported,Automatic
Hyundai,Sonata,2011,Gray,Local Used,458241,2400,LAGOS,Registered,Imported,Automatic
Lexus,GS,2016,White,Local Used,67532,4600,N/A,Registered,Imported,Automatic
Toyota,Corolla,2007,Red,Local Used,419342,1800,LAGOS,Registered,Registered,Automatic
Mazda,CX-5,2021,Black,Local Used,57862,2500,LAGOS,Registered,Imported,Automatic
Toyota,Camry,1992,Blue,Local Used,242666,2000,ENUGU,Registered,Registered,Automatic
Honda,Accord,2003,Black,Local Used,262341,2400,N/A,Registered,Imported,Automatic
Lexus,IS,2010,Silver,Foreign Used,160241,N/A,N/A,Imported,Imported,Automatic
Lexus,RX 350,2017,Gray,Foreign Used,67202,3500,N/A,Imported,Imported,Automatic
Nissan,Micra,2001,Blue,Local Used,251988,1000,OGUN,Registered,Registered,Manual
Volkswagen,Golf,1995,White,Local Used,260294,2000,ABUJA,Registered,Imported,Manual
Ford,Fusion,2011,White,Local Used,287159,2500,Kwara,Registered,Imported,Automatic
Volkswagen,Touareg,2005,Brown,Local Used,244220,3200,LAGOS,Registered,Registered,Automatic
Honda,Civic,2006,Gray,Local Used,158352,1800,N/A,Registered,Imported,Automatic
Nissan,Xterra,2002,Blue,Local Used,225090,3300,Lagos,Registered,Registered,Automatic
Toyota,Corolla,2014,Gray,Local Used,94753,1800,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2012,Silver,Local Used,91500,1800,Abuja,Registered,Registered,Automatic
Lexus,RX 350,2014,Black,Local Used,89156,3500,ABUJA,Registered,Imported,Automatic
Toyota,Sienna,2001,Green,Local Used,392846,3000,IMO,Registered,Registered,Automatic
Mitsubishi,L200,2014,White,Local Used,144992,2400,LAGOS,Registered,Registered,Manual
Toyota,Corolla,2010,Gray,Local Used,244140,1800,Lagos,Registered,Registered,Automatic
Lexus,ES,2013,Black,Local Used,1269981,3500,RIVERS STATE,Registered,Imported,CVT
Toyota,Camry,2003,Red,Local Used,154779,2400,N/A,Registered,Registered,Automatic
Honda,Pilot,2010,Brown,Local Used,347116,3500,OGUN,Registered,Imported,Automatic
Toyota,Sienna,2004,White,Local Used,412712,3300,N/A,Registered,Registered,Automatic
Jeep,Liberty,2003,Red,Local Used,162492,3700,Lagos,Registered,Imported,Automatic
Lexus,GS,2007,Black,Foreign Used,141374,3500,N/A,Imported,Imported,Automatic
Lexus,ES,2010,Blue,Local Used,260170,3500,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2015,Silver,Local Used,229919,1800,N/A,Registered,Registered,CVT
Toyota,Sienna,2002,Gold,Local Used,256480,3000,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,GL-Class,2011,Black,Local Used,398416,4500,N/A,Registered,Registered,Automatic
Toyota,Avalon,2007,Purple,Local Used,263334,3500,LAGOS,Registered,Imported,Automatic
Honda,City,2010,Red,Local Used,262981,1600,ABUJA,Registered,Registered,Automatic
Toyota,RAV4,2007,Silver,Local Used,136475,2400,N/A,Registered,Registered,Automatic
Toyota,Camry,2005,Blue,Local Used,228449,2400,Lagos,Registered,Imported,Automatic
Honda,Crosstour,2011,Black,Local Used,233832,3200,N/A,Registered,Registered,Automatic
Toyota,Highlander,2002,Green,Local Used,264000,3000,ENUGU,Registered,Imported,Automatic
Toyota,Tundra,2007,Silver,Local Used,220151,5700,N/A,Registered,Imported,Automatic
Honda,City,2009,Black,Local Used,175797,1500,LAGOS,Registered,Registered,Automatic
Honda,Accord,2005,Gold,Local Used,216332,2400,LAGOS,Registered,Imported,Automatic
Toyota,RAV4,2009,Red,Local Used,312176,2500,Lagos,Registered,Imported,Automatic
Acura,MDX,2005,Black,Local Used,389028,3500,Lagos,Registered,Imported,Automatic
Hyundai,Sonata,2012,Gray,Local Used,394788,2000,Lagos,Registered,Imported,Automatic
Honda,Accord Crosstour,2010,White,Foreign Used,246184,3500,N/A,Imported,Imported,Automatic
Toyota,4-Runner,2008,Gray,Local Used,134770,4000,Lagos,Registered,Imported,Automatic
Toyota,Camry,2004,Red,Local Used,147905,3000,RIVERS STATE,Registered,Registered,Automatic
Toyota,Corolla,2016,Silver,Foreign Used,65601,1800,N/A,Imported,Imported,Automatic
Nissan,Rogue,2016,Gray,Local Used,153557,2500,N/A,Registered,Imported,Automatic
Lexus,ES,2007,Gray,Local Used,153413,3500,Lagos,Registered,Imported,Automatic
Mercedes-Benz,C300,2015,Black,Local Used,100,2000,Lagos,Registered,Imported,Automatic
Toyota,Camry,2010,Beige,Local Used,193674,2500,LAGOS,Registered,Registered,Automatic
Volkswagen,Passat,2006,Black,Local Used,231376,2800,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,GL-Class,2007,Black,Local Used,185041,4500,N/A,Registered,Registered,Automatic
Honda,Pilot,2003,Gray,Local Used,241986,3500,LAGOS,Registered,Registered,Automatic
Lexus,GS,2004,Silver,Local Used,224162,3000,LAGOS,Registered,Imported,Automatic
Toyota,Sienna,2004,Blue,Local Used,261961,3300,LAGOS,Registered,Imported,Automatic
Ford,Explorer,2010,Green,Local Used,303758,4000,LAGOS,Registered,Imported,Automatic
Ford,Explorer,2010,White,Local Used,293477,4000,ABUJA,Registered,Registered,Automatic
Toyota,Corolla,2016,Silver,Local Used,311846,2400,N/A,Registered,Imported,Automatic
Hyundai,Sonata,2012,Black,Local Used,114208,N/A,ABIA,Registered,Registered,Automatic
Mercedes-Benz,C300,2010,Black,Local Used,N/A,3000,N/A,Registered,Registered,Automatic
Kia,Forte,2010,Burgandy,Local Used,304345,2000,N/A,Registered,Imported,Automatic
Toyota,Camry,2023,Blue,Foreign Used,8450,2500,N/A,Imported,Imported,Automatic
Toyota,RAV4,2006,Red,Local Used,324204,2400,LAGOS,Registered,Registered,Automatic
Hyundai,Santa Fe,2007,Black,Local Used,374462,3300,Lagos,Registered,Registered,Automatic
Honda,Pilot,2004,Gold,Local Used,213017,3500,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,E320,1999,Black,Local Used,131754,3200,N/A,Registered,Registered,Automatic
Mercedes-Benz,M Class,2015,Silver,Foreign Used,201371,3500,N/A,Imported,Imported,Automatic
Lexus,ES,2014,Black,Local Used,172239,3500,N/A,Registered,Registered,Automatic
Lexus,GX,2014,Black,Foreign Used,170490,4600,N/A,Imported,Imported,Automatic
Toyota,RAV4,2008,Black,Foreign Used,183028,3500,N/A,Imported,Imported,Automatic
Hyundai,Creta,2020,Black,Local Used,49181,1600,ABUJA,Registered,Brand new,Automatic
Toyota,Camry,2007,Blue,Local Used,189187,2400,ABUJA,Registered,Registered,Automatic
Mercedes-Benz,M Class,2012,White,Local Used,334840,3500,N/A,Registered,Imported,Automatic
Lexus,RX 300,2002,Blue,Local Used,377374,3000,N/A,Registered,Imported,Automatic
Toyota,Highlander,2015,Brown,Foreign Used,222285,3500,N/A,Imported,Imported,Automatic
Volkswagen,Golf,2007,Black,Local Used,319812,2500,N/A,Registered,Registered,Automatic
Toyota,Highlander,2012,Burgandy,Local Used,128036,3500,Lagos,Registered,Registered,Automatic
Toyota,Sienna,2012,Gray,Foreign Used,108247,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Green,Local Used,344704,3500,Lagos,Registered,Registered,Automatic
Toyota,Sienna,2007,Silver,Local Used,150171,3500,ENUGU,Registered,Imported,Automatic
Honda,Accord,2001,Green,Local Used,370201,2800,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2013,Gold,Foreign Used,187505,2500,N/A,Imported,Imported,Automatic
Mercedes-Benz,GL-Class,2007,Black,Local Used,132682,4700,LAGOS,Registered,Registered,Automatic
Ford,Edge,2014,Black,Local Used,5801,3500,N/A,Registered,Registered,Automatic
Toyota,Avensis,2008,Black,Local Used,256057,2400,N/A,Registered,Imported,Automatic
Nissan,Murano,2011,Black,Local Used,209460,3500,Lagos,Registered,Registered,CVT
Peugeot,607,2009,Blue,Local Used,135240,3500,LAGOS,Registered,Imported,Automatic
BMW,535i,2011,Gray,Foreign Used,310563,3000,N/A,Imported,Imported,Automatic
Lexus,GS,2008,Silver,Local Used,255054,3500,Lagos,Registered,Imported,Automatic
Toyota,Highlander,2007,Blue,Local Used,152736,3300,JJJ137FS,Registered,Imported,Automatic
Mercedes-Benz,GLE-Class,2018,Gray,Foreign Used,139560,3500,N/A,Imported,Imported,Automatic
Lexus,RX 300,1999,Silver,Local Used,124232,3000,LAGOS,Registered,Registered,Automatic
